time,rate,error
-9.995999991893768,-0.16076738377416425,0.11274622715309054
-9.986000001430511,0.2456956280803196,0.13551168146652123
-9.976000010967255,-0.04311674893978137,0.12439185463465809
-9.965999990701675,-0.025542356236748432,0.09968989390992421
-9.956000000238419,0.24420948422830782,0.13448107736255485
-9.946000009775162,0.07607812765281667,0.1180699482378827
-9.935999989509583,0.1049588440262822,0.13300694192250742
-9.925999999046326,-0.18866768542230322,0.11413335143883661
-9.916000008583069,0.030215474085453893,0.11275209374486299
-9.90599998831749,-0.09870937274561514,0.1208751824958951
-9.895999997854233,-0.01435910481324089,0.10946615037909993
-9.886000007390976,-0.14822768705175365,0.1107650936655771
-9.87600001692772,-0.07591011372186782,0.1146157478266095
-9.86599999666214,-0.0793791556453266,0.11932636769499473
-9.856000006198883,-0.06738157797345184,0.12000838599619294
-9.846000015735626,-0.014502049913518467,0.11730923673440348
-9.835999995470047,-0.03421064109030084,0.1283394572875535
-9.82600000500679,-0.15495623153663968,0.12197596341143035
-9.816000014543533,0.3441921228037239,0.1406910979483831
-9.805999994277954,0.05360072006344912,0.1086734112489256
-9.796000003814697,-0.04433963539984464,0.11738681344242484
-9.78600001335144,-0.001762373220101164,0.1200923658359542
-9.775999993085861,-0.2986369457571837,0.12168092060138386
-9.766000002622604,-0.013401228308981786,0.08936781367400014
-9.756000012159348,0.22420677474634168,0.10508815276394837
-9.745999991893768,0.23720503790458208,0.12719370620124748
-9.736000001430511,-0.06856197858719065,0.11763657644752919
-9.726000010967255,-0.11129310446383743,0.12414941880790056
-9.715999990701675,-0.06962725402396928,0.1320169471320235
-9.706000000238419,0.026678591347745716,0.13827171439985408
-9.696000009775162,0.13074835387632075,0.10456559774039827
-9.685999989509583,0.05727895628418889,0.1322862409253602
-9.675999999046326,0.11089213146313126,0.11842175405421515
-9.666000008583069,-0.004109747234799503,0.11519304485279566
-9.65599998831749,0.06022447881543312,0.11087897809844038
-9.645999997854233,-0.047129326645682174,0.10892944448016766
-9.636000007390976,0.09405759012818783,0.15662773674515318
-9.62600001692772,0.047435313529291596,0.12682462188821858
-9.61599999666214,0.1093019141638833,0.10239735358272678
-9.606000006198883,-0.11087904792030581,0.13547600315429079
-9.596000015735626,-0.2522367235445696,0.12366576242987966
-9.585999995470047,0.09342776735694731,0.10934496799043301
-9.57600000500679,-0.0818479188853993,0.12743243886196592
-9.566000014543533,-0.04364720995674072,0.12782907874821678
-9.555999994277954,0.09103592352229002,0.09812831634789858
-9.546000003814697,-0.004706686443404073,0.11072795248354597
-9.53600001335144,-0.053904885247328775,0.09866458111038026
-9.525999993085861,0.058826999114289194,0.114536745011202
-9.516000002622604,0.000940453343115955,0.13328461943961908
-9.506000012159348,0.12964102474003736,0.13248438522286518
-9.495999991893768,0.14244804960308652,0.12779196001193666
-9.486000001430511,-0.15159883024616194,0.11611693744804671
-9.476000010967255,0.1529664674280562,0.10258600875337202
-9.465999990701675,0.16067513604875008,0.12766324360370462
-9.456000000238419,-0.11333985462029104,0.10427638662048061
-9.446000009775162,-0.06487900457665738,0.13017356410505387
-9.435999989509583,0.048055102427089956,0.13795933513235673
-9.425999999046326,-0.2946642708960849,0.11830412618711582
-9.416000008583069,0.03979516148160769,0.12419275134485912
-9.40599998831749,-0.10055212177261787,0.11239567801493601
-9.395999997854233,-0.0844657157528876,0.13898371285876007
-9.386000007390976,0.1037458024805879,0.14132708788980472
-9.37600001692772,0.0687794448099113,0.10775998672216874
-9.36599999666214,-0.09827215465964886,0.11573227242233906
-9.356000006198883,0.01228610513673173,0.13478833443278287
-9.346000015735626,-0.029119763288949718,0.13031283144120878
-9.335999995470047,0.033829878769392016,0.11356977751819664
-9.32600000500679,-0.013869993330210606,0.14094897713412324
-9.316000014543533,-0.006462483703585632,0.10771769504080375
-9.305999994277954,-0.09516696681184603,0.13374676424432763
-9.296000003814697,-0.03467465372433226,0.11960465047930134
-9.28600001335144,0.3346125501290675,0.1406208391131207
-9.275999993085861,-0.03106497413135577,0.10606968212925345
-9.266000002622604,-0.024261715807599935,0.1276251578692804
-9.256000012159348,-0.062461328092080805,0.10410069511073712
-9.245999991893768,0.06941344234771325,0.12366872743949035
-9.236000001430511,-0.09204414883723568,0.09770700621935052
-9.226000010967255,0.056053750923063424,0.1251211214159629
-9.215999990701675,-0.16217262877974134,0.10509272020366897
-9.206000000238419,-0.17229682691556042,0.12063958638448882
-9.196000009775162,0.2171252892115874,0.1252411295168318
-9.185999989509583,0.09190500674862674,0.11041697969969504
-9.175999999046326,-0.03769564525714388,0.10824633518823172
-9.166000008583069,-0.017757015638908732,0.11380913566349274
-9.15599998831749,0.11479314131914448,0.10367572603292191
-9.145999997854233,0.10373711600209404,0.10548095297117392
-9.136000007390976,-0.01650237323155353,0.10926641113669223
-9.12600001692772,0.28019291413881103,0.13400113356255802
-9.11599999666214,-0.048484921287695056,0.0984637507267309
-9.106000006198883,-0.033655034794593815,0.12814973222594464
-9.096000015735626,-0.12993580325889056,0.1201385449357042
-9.085999995470047,-0.011731290488705469,0.1012754038919465
-9.07600000500679,-0.07826909902278091,0.12188483196695525
-9.066000014543533,0.17085706518320692,0.11233218443010612
-9.055999994277954,-0.06296135043249795,0.106653055838637
-9.046000003814697,-0.1219784239883874,0.10510873018910923
-9.03600001335144,0.09067494891457975,0.12040337717796515
-9.025999993085861,0.2451610231855421,0.1301687471275344
-9.016000002622604,-0.1058939863359161,0.1291752892681418
-9.006000012159348,0.1420962593317447,0.14078268598027094
-8.995999991893768,0.004057842550042832,0.11945989514236854
-8.986000001430511,0.06927452421244061,0.08800813888586845
-8.976000010967255,0.10592825693329627,0.1272725629314578
-8.965999990701675,-0.04961726970348372,0.10622300188849636
-8.956000000238419,0.21759018395364738,0.1077153109554909
-8.946000009775162,-0.08006087023196147,0.09053145266812224
-8.935999989509583,0.12325013907424166,0.12307893585512154
-8.925999999046326,-0.14150242502732618,0.11782079162025544
-8.916000008583069,-0.285297281748974,0.1381694075125244
-8.90599998831749,-0.06928922794488379,0.11507614440696326
-8.895999997854233,-0.10398077948298108,0.12714904310413863
-8.886000007390976,0.02686620905565135,0.10628705724796231
-8.87600001692772,0.06369344222313418,0.11017477116071293
-8.86599999666214,0.09062317425589266,0.12369527199144596
-8.856000006198883,0.14814105498967808,0.12428359441733101
-8.846000015735626,-0.07270604554634193,0.11571781984989707
-8.835999995470047,-0.020506437706497696,0.08265685505193875
-8.82600000500679,-0.0044924948367427225,0.11672599221411861
-8.816000014543533,0.2552012740106248,0.1266124377338641
-8.805999994277954,-0.10222828836424896,0.11245497748621942
-8.796000003814697,-0.12005942725539534,0.12387561335077367
-8.78600001335144,-0.2213418009375348,0.12668310676503644
-8.775999993085861,-0.07112236416362896,0.13634820299842237
-8.766000002622604,0.13470478902327965,0.11039191191346366
-8.756000012159348,-0.04603243426664066,0.11218546828413496
-8.745999991893768,0.03412899476356398,0.11164016625146202
-8.736000001430511,-0.08804524324853354,0.115268518943096
-8.726000010967255,0.11955811138774716,0.12562132087871805
-8.715999990701675,-0.030812695067154474,0.10843178409652934
-8.706000000238419,-0.12630594440918863,0.12708239709119196
-8.696000009775162,0.07970142466820204,0.11125357105387494
-8.685999989509583,0.049776015049642186,0.12158831622030342
-8.675999999046326,0.0018599919985994983,0.12790138769497916
-8.666000008583069,-0.012127454139369867,0.10189313037826053
-8.65599998831749,0.02508231509701876,0.10568312072078744
-8.645999997854233,0.14544108572047834,0.1269002834955451
-8.636000007390976,0.10729865188481308,0.10233124317069184
-8.62600001692772,0.046769974998708955,0.127271910277228
-8.61599999666214,0.1388689830852698,0.11018012567532139
-8.606000006198883,0.012035398539210344,0.12277534946824013
-8.596000015735626,0.07397850851892922,0.10699975986011188
-8.585999995470047,-0.06647287100518696,0.11979324752402123
-8.57600000500679,0.1578577662493127,0.12289493211000223
-8.566000014543533,-0.057209544400898475,0.12204677581016193
-8.555999994277954,0.06310113839512205,0.12888436991665597
-8.546000003814697,0.1450904748886749,0.11803086921196784
-8.53600001335144,-0.005973340706533877,0.10654187024987527
-8.525999993085861,0.24557754198369064,0.12414552300017254
-8.516000002622604,-0.03656996618373238,0.122460517938326
-8.506000012159348,-0.07059283968552105,0.1225024427290092
-8.495999991893768,-0.23753853736453434,0.10257650600098953
-8.486000001430511,0.07833866125936687,0.13196301461744606
-8.476000010967255,0.052617183676480626,0.12608236125598435
-8.465999990701675,-0.055829893998986274,0.10537552672754041
-8.456000000238419,-0.02796151672534994,0.12347727460169386
-8.446000009775162,-0.1251435464360105,0.12502242401899216
-8.435999989509583,-0.034419487511921525,0.11776048944233165
-8.425999999046326,-0.25933485261002936,0.11326120540380161
-8.416000008583069,-0.07546763580346731,0.0944731571167015
-8.40599998831749,0.020625920140305277,0.12497676697156868
-8.395999997854233,-0.007671881434863051,0.09986268884113982
-8.386000007390976,-0.1758754161698929,0.13497327249557714
-8.37600001692772,-0.11754823404329005,0.13970163329153104
-8.36599999666214,0.21578613713533243,0.11529649079560139
-8.356000006198883,0.01666384375612927,0.13743569023986715
-8.346000015735626,0.13465480185645312,0.13150315051184075
-8.335999995470047,0.15507290238995092,0.12624877807190824
-8.32600000500679,0.03543616792400391,0.12351354415765589
-8.316000014543533,0.064456651841918,0.11540369396672702
-8.305999994277954,-0.20584562975708384,0.1166390163534421
-8.296000003814697,0.08616390041370145,0.12363075652263598
-8.28600001335144,-0.10982945306252857,0.13157238029693116
-8.275999993085861,0.10126079096574826,0.1235424735966722
-8.266000002622604,-0.006738563135646089,0.1217096593014141
-8.256000012159348,-0.05051574750687037,0.11841712559245715
-8.245999991893768,0.13147778468276203,0.13801262453961502
-8.236000001430511,-0.043834181964003786,0.09740739849164973
-8.226000010967255,-0.20081754453027095,0.13588922717295593
-8.215999990701675,-0.035228908964371336,0.12161387265618531
-8.206000000238419,0.018802030447530232,0.09359627033913841
-8.196000009775162,-0.10216287900895442,0.15203331278491686
-8.185999989509583,0.1396909120344733,0.12097491372579022
-8.175999999046326,-0.13136108686770334,0.13661009295437834
-8.166000008583069,0.20059569173083952,0.1345488195910574
-8.15599998831749,0.06035018832950216,0.11550753140567027
-8.145999997854233,0.21657722975379354,0.11470965543047995
-8.136000007390976,-0.17969242184611714,0.13866941919130776
-8.12600001692772,0.06858255442377466,0.10063899322713506
-8.11599999666214,-0.15693445075857984,0.13190673728846236
-8.106000006198883,4.089428023759028e-05,0.10541094610608238
-8.096000015735626,0.12392865453294949,0.10050066856973143
-8.085999995470047,0.12615286141759754,0.12857871883910024
-8.07600000500679,0.03676839892656123,0.1250155002399768
-8.066000014543533,-0.10295268744240929,0.13716775427867073
-8.055999994277954,0.04007029030321494,0.10344016648142498
-8.046000003814697,-0.11339912753792629,0.13314223868108885
-8.03600001335144,0.06548157040233779,0.09886115300090154
-8.025999993085861,0.06569587393379761,0.10277165337214245
-8.016000002622604,-0.014389707110878155,0.1425966733470728
-8.006000012159348,-0.008979428949363582,0.11508729868877213
-7.995999991893768,-0.0969639765336057,0.10442287927743416
-7.9860000014305115,-0.17862083759384714,0.12838648722579574
-7.976000010967255,0.32940563592714545,0.13904315130448147
-7.965999990701675,0.18594581518147524,0.1257580054263891
-7.956000000238419,0.02621334043549692,0.12783762450818537
-7.946000009775162,-0.06705941899101374,0.12702518813115046
-7.9359999895095825,0.0630830311114118,0.13086163728375133
-7.925999999046326,0.1650614084878102,0.11909286468155664
-7.916000008583069,0.00275358304392384,0.1491994074257108
-7.90599998831749,-0.014943160707311729,0.11768257445502661
-7.895999997854233,0.18199900678363568,0.12532838539374336
-7.886000007390976,-0.052479086505909996,0.11619324223192244
-7.876000016927719,-0.17382303291052317,0.14278734142560706
-7.86599999666214,-0.09786170282080356,0.12112230171120658
-7.856000006198883,0.10399571237704376,0.13025160302953107
-7.846000015735626,-0.047211853026621835,0.12225325765252938
-7.835999995470047,-0.13160289831434122,0.10798317159349244
-7.82600000500679,0.0932427939150383,0.11251666587574158
